metric_mode,comparison_mode,split_label,timerange,w_social,w_kol,trades,winrate,pf_base,maxdd_base,proxy_score_base,pf,profit_pct,maxdd,proxy_score,delta_proxy_score,uplift_vs_base_pf,uplift_vs_base_profit_pct,social_coverage,social_diversity,social_hype_risk,feedback_coverage,feedback_reply_rate,feedback_quote_rate,feedback_engagement,feedback_velocity,feedback_diversity,split_rows,source_dominance_share,token_mapping_rate,active_hour_ratio,kol_coverage,kol_top1_share,recent_event_age_hours,stale_source_share,alias_ambiguity_rate
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_A_TEST,20250601-20250930,0.3,0.2,3,100.0,0.0,0.0,0.0,0.01,0.176317,0.0,0.01,0.01,0.01,-0.003598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,price_only,WF_B_TEST,20250901-20251231,0.0,0.0,5,80.0,8.581905,0.021251,8.403323,8.581905,0.161244,0.021251,8.403323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_overlay,WF_B_TEST,20250901-20251231,0.05,0.0,5,80.0,8.581905,0.021251,8.403323,8.581905,0.161244,0.021251,8.403323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_overlay,WF_B_TEST,20250901-20251231,0.1,0.0,5,80.0,8.581905,0.021251,8.403323,8.581905,0.161244,0.021251,8.403323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_overlay,WF_B_TEST,20250901-20251231,0.2,0.0,5,80.0,8.581905,0.021251,8.403323,8.581905,0.161244,0.021251,8.403323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_overlay,WF_B_TEST,20250901-20251231,0.3,0.0,5,80.0,8.581905,0.021251,8.403323,8.581905,0.161244,0.021251,8.403323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.05,0.05,5,80.0,8.581905,0.021251,8.403323,8.538996,0.160438,0.021251,8.361306,-0.042017,-0.04291,-0.000806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.05,0.1,5,80.0,8.581905,0.021251,8.403323,8.496086,0.159632,0.021251,8.31929,-0.084033,-0.085819,-0.001612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.05,0.2,5,80.0,8.581905,0.021251,8.403323,8.410267,0.158019,0.021251,8.235257,-0.168066,-0.171638,-0.003225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.1,0.05,5,80.0,8.581905,0.021251,8.403323,8.538996,0.160438,0.021251,8.361306,-0.042017,-0.04291,-0.000806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.1,0.1,5,80.0,8.581905,0.021251,8.403323,8.496086,0.159632,0.021251,8.31929,-0.084033,-0.085819,-0.001612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.1,0.2,5,80.0,8.581905,0.021251,8.403323,8.410267,0.158019,0.021251,8.235257,-0.168066,-0.171638,-0.003225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.2,0.05,5,80.0,8.581905,0.021251,8.403323,8.538996,0.160438,0.021251,8.361306,-0.042017,-0.04291,-0.000806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.2,0.1,5,80.0,8.581905,0.021251,8.403323,8.496086,0.159632,0.021251,8.31929,-0.084033,-0.085819,-0.001612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.2,0.2,5,80.0,8.581905,0.021251,8.403323,8.410267,0.158019,0.021251,8.235257,-0.168066,-0.171638,-0.003225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.3,0.05,5,80.0,8.581905,0.021251,8.403323,8.538996,0.160438,0.021251,8.361306,-0.042017,-0.04291,-0.000806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.3,0.1,5,80.0,8.581905,0.021251,8.403323,8.496086,0.159632,0.021251,8.31929,-0.084033,-0.085819,-0.001612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_B_TEST,20250901-20251231,0.3,0.2,5,80.0,8.581905,0.021251,8.403323,8.410267,0.158019,0.021251,8.235257,-0.168066,-0.171638,-0.003225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,price_only,WF_C_TEST,20251101-20260201,0.0,0.0,2,100.0,0.0,0.0,0.0,0.01,0.119052,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_overlay,WF_C_TEST,20251101-20260201,0.05,0.0,2,100.0,0.0,0.0,0.0,0.01,0.119052,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_overlay,WF_C_TEST,20251101-20260201,0.1,0.0,2,100.0,0.0,0.0,0.0,0.01,0.119052,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_overlay,WF_C_TEST,20251101-20260201,0.2,0.0,2,100.0,0.0,0.0,0.0,0.01,0.119052,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_overlay,WF_C_TEST,20251101-20260201,0.3,0.0,2,100.0,0.0,0.0,0.0,0.01,0.119052,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.05,0.05,2,100.0,0.0,0.0,0.0,0.01,0.118457,0.0,0.01,0.01,0.01,-0.000595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.05,0.1,2,100.0,0.0,0.0,0.0,0.01,0.117862,0.0,0.01,0.01,0.01,-0.001191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.05,0.2,2,100.0,0.0,0.0,0.0,0.01,0.116671,0.0,0.01,0.01,0.01,-0.002381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.1,0.05,2,100.0,0.0,0.0,0.0,0.01,0.118457,0.0,0.01,0.01,0.01,-0.000595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.1,0.1,2,100.0,0.0,0.0,0.0,0.01,0.117862,0.0,0.01,0.01,0.01,-0.001191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.1,0.2,2,100.0,0.0,0.0,0.0,0.01,0.116671,0.0,0.01,0.01,0.01,-0.002381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.2,0.05,2,100.0,0.0,0.0,0.0,0.01,0.118457,0.0,0.01,0.01,0.01,-0.000595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.2,0.1,2,100.0,0.0,0.0,0.0,0.01,0.117862,0.0,0.01,0.01,0.01,-0.001191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.2,0.2,2,100.0,0.0,0.0,0.0,0.01,0.116671,0.0,0.01,0.01,0.01,-0.002381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.3,0.05,2,100.0,0.0,0.0,0.0,0.01,0.118457,0.0,0.01,0.01,0.01,-0.000595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
proxy_structural_no_new_backtest,social_kol_feedback_overlay,WF_C_TEST,20251101-20260201,0.3,0.1,2,100.0,0.0,0.0,0.0,0.01,0.117862,0.0,0.01,0.01,0.01,-0.001191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1.0,0.0
