experiment_id,created_at,strategy_name,timeframe,universe_label,timerange,trades,profit_total_pct,profit_factor,max_drawdown_pct,status,split_label,idea_spec_id,robustness_score,robustness_flags,notes_short
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-h-ext,2026-02-20T18:12:57+00:00,Strat03RSIBBMeanReversion_v3c,1h,top20_mr1h_effective_WF_H_EXT,20250215-20250615,13,-0.07351171399999998,0.6771212692904564,0.1854085009999949,success,WF_H_TEST,,,,PF<1; OOS fail; pairs=19
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-i-ext,2026-02-20T18:12:57+00:00,Strat03RSIBBMeanReversion_v3c,1h,top20_mr1h_effective_WF_I_EXT,20250315-20250715,11,-0.017298883,0.8991101671178864,0.12919567000000143,success,WF_I_TEST,,,,PF<1; OOS fail; pairs=19
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-j-ext,2026-02-20T18:12:57+00:00,Strat03RSIBBMeanReversion_v3c,1h,top20_mr1h_effective_WF_J_EXT,20250415-20250815,12,0.064986465,1.4356148982446717,0.08284835599999951,success,WF_J_TEST,,,,PF>1 low trades; OOS pass; pairs=19
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-k-ext,2026-02-20T18:12:57+00:00,Strat03RSIBBMeanReversion_v3c,1h,top20_mr1h_effective_WF_K_EXT,20250515-20250915,7,0.18315936800000002,4.243928195943574,0.04550229056376864,success,WF_K_TEST,,,,PF>1 low trades; OOS pass; pairs=19
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-l-ext,2026-02-20T18:12:57+00:00,Strat03RSIBBMeanReversion_v3c,1h,top20_mr1h_effective_WF_L_EXT,20250615-20251015,10,0.14834223200000002,1.957289136314715,0.08338724689764507,success,WF_L_TEST,,,,PF>1 low trades; OOS pass; pairs=19
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-btc-usdt,2026-02-20T18:13:07+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_BTC_USDT,20250101-20260201,25,0.21450982799999999,1.7098158595021564,0.24595993499999624,success,LOPO_BTC_USDT,,,,PF>1 low trades; pairs=14
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-eth-usdt,2026-02-20T18:13:07+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_ETH_USDT,20250101-20260201,24,0.22229147100000002,1.855299312166373,0.18216982699999562,success,LOPO_ETH_USDT,,,,PF>1 low trades; pairs=14
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-xrp-usdt,2026-02-20T18:13:07+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_XRP_USDT,20250101-20260201,26,0.19406330100000005,1.6014642650437032,0.24595993499999624,success,LOPO_XRP_USDT,,,,PF>1 low trades; pairs=14
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-sol-usdt,2026-02-20T18:13:07+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_SOL_USDT,20250101-20260201,25,0.138063476,1.4331847374943678,0.23111537700000329,success,LOPO_SOL_USDT,,,,PF>1 low trades; pairs=14
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-bnb-usdt,2026-02-20T18:13:07+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_BNB_USDT,20250101-20260201,26,0.133131716,1.3991215039109748,0.24595993499999624,success,LOPO_BNB_USDT,,,,PF>1 low trades; pairs=14
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-paxg-usdt,2026-02-20T18:13:07+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_PAXG_USDT,20250101-20260201,24,0.189519843,1.6042724405367061,0.2260311699999988,success,LOPO_PAXG_USDT,,,,PF>1 low trades; pairs=14
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-trx-usdt,2026-02-20T18:13:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_TRX_USDT,20250101-20260201,22,0.242198777,1.8822758009027427,0.2109815219999973,success,LOPO_TRX_USDT,,,,PF>1 low trades; pairs=14
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-arb-usdt,2026-02-20T18:13:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_ARB_USDT,20250101-20260201,25,0.06317127000000002,1.1893839653232312,0.24595993499999624,success,LOPO_ARB_USDT,,,,PF>1 low trades; pairs=14
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-aave-usdt,2026-02-20T18:13:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_AAVE_USDT,20250101-20260201,25,0.16731059000000004,1.5773310092946478,0.20219817299999931,success,LOPO_AAVE_USDT,,,,PF>1 low trades; pairs=14
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-ltc-usdt,2026-02-20T18:13:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_LTC_USDT,20250101-20260201,27,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,LOPO_LTC_USDT,,,,PF>1 low trades; pairs=14
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-uni-usdt,2026-02-20T18:13:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_UNI_USDT,20250101-20260201,27,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,LOPO_UNI_USDT,,,,PF>1 low trades; pairs=14
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-snx-usdt,2026-02-20T18:13:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_SNX_USDT,20250101-20260201,25,0.14438387600000002,1.462331882285919,0.24595993499999624,success,LOPO_SNX_USDT,,,,PF>1 low trades; pairs=14
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-op-usdt,2026-02-20T18:13:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_OP_USDT,20250101-20260201,25,0.15959152599999998,1.5372264584426134,0.20946371100000077,success,LOPO_OP_USDT,,,,PF>1 low trades; pairs=14
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-ada-usdt,2026-02-20T18:13:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_ADA_USDT,20250101-20260201,27,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,LOPO_ADA_USDT,,,,PF>1 low trades; pairs=14
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-bch-usdt,2026-02-20T18:13:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_effective_LOPO_rm_BCH_USDT,20250101-20260201,25,0.146445698,1.4704712487039975,0.22367255299999442,success,LOPO_BCH_USDT,,,,PF>1 low trades; pairs=14
20260220T181736Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-sanity,2026-02-20T18:17:36+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_sanity,20250101-20260201,20,0.273555753,2.1250078575139217,0.2109815219999973,success,,,,,PF>1 low trades; pairs=13
20260220T181818Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-sanity-refresh-20260220,2026-02-20T18:18:18+00:00,Strat03RSIBBMeanReversion_v3c,1h,top20_mr1h_effective_sanity_refresh_20260220,20250101-20260201,34,0.140639995,1.2530298094331938,0.3585956549999992,success,,,,,PF>1; pairs=19
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-a,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_A,20250601-20250930,3,0.179915516,0.0,0.0,success,WF_A_TEST,,,,PF<1; OOS fail; pairs=13
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-b,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_B,20250901-20251231,5,0.16124438000000002,8.58190529928998,0.02125138114696654,success,WF_B_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-c,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_C,20251101-20260201,2,0.11905208599999999,0.0,0.0,success,WF_C_TEST,,,,PF<1; OOS fail; pairs=13
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-d,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_D,20250101-20250430,9,-0.17645731000000003,0.16363618800702365,0.2109815219999973,success,WF_D_TEST,,,,PF<1; OOS fail; pairs=13
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-e,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_E,20250401-20250731,7,0.151918527,3.4404100057073577,0.05134078199999976,success,WF_E_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-f,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_F,20250701-20251031,7,0.173742431,3.4907168337287713,0.048488995000002436,success,WF_F_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-g,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_G,20250115-20250515,8,-0.136719928,0.20160813678062212,0.17124413999999888,success,WF_G_TEST,,,,PF<1; OOS fail; pairs=13
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-h,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_H,20250215-20250615,8,0.03570015,1.301358482878968,0.10755361300000459,success,WF_H_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-i,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_I,20250315-20250715,6,0.091912981,2.476484553373732,0.05134078199999976,success,WF_I_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-j,2026-02-20T18:28:43+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_J,20250415-20250815,8,0.13487166299999997,2.70081844967398,0.06838764599999649,success,WF_J_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260220T182844Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-k,2026-02-20T18:28:44+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_K,20250515-20250915,5,0.228711133,21.962577525452897,0.010903902735564219,success,WF_K_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260220T182844Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-l,2026-02-20T18:28:44+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_L,20250615-20251015,6,0.222231426,11.449589786993936,0.02122593264074973,success,WF_L_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260220T183544Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-base-20260220,2026-02-20T18:35:44+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_fee_base_20260220,20250101-20260201,20,0.273555753,2.1250078575139217,0.2109815219999973,success,,,,,PF>1 low trades; pairs=13
20260220T183544Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-p25-20260220,2026-02-20T18:35:44+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_fee_p25_20260220,20250101-20260201,20,0.25427737300000003,1.9854504038340202,0.2228750679999962,success,,,,,PF>1 low trades; pairs=13
20260220T183544Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-p50-20260220,2026-02-20T18:35:44+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_fee_p50_20260220,20250101-20260201,20,0.13634133299999998,1.4945666648089464,0.23476861399999507,success,,,,,PF>1 low trades; pairs=13
20260221T002935Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-m-ext,2026-02-21T00:29:35+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_M_EXT,20250715-20251115,6,0.222231426,11.449589786993936,0.02122593264074973,success,WF_M_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260221T002935Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-n-ext,2026-02-21T00:29:35+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_N_EXT,20250815-20251215,5,0.16222588000000002,8.628056613532705,0.021238652400239585,success,WF_N_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260221T002935Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-o-ext,2026-02-21T00:29:35+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_WF_O_EXT,20250915-20260115,5,0.16124438000000002,8.58190529928998,0.02125138114696654,success,WF_O_TEST,,,,PF>1 low trades; OOS pass; pairs=13
20260221T003010Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-eth-usdt,2026-02-21T00:30:10+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_ETH_USDT,20250101-20260201,17,0.312694372,2.844846567007367,0.13731869099999586,success,,,,,PF>1 low trades; pairs=12
20260221T003050Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-eth-usdt,2026-02-21T00:30:50+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_ETH_USDT,20250101-20260201,17,0.312694372,2.844846567007367,0.13731869099999586,success,,,,,PF>1 low trades; pairs=12
20260221T003055Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-xrp-usdt,2026-02-21T00:30:55+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_XRP_USDT,20250101-20260201,19,0.284466202,2.2248353597703407,0.2109815219999973,success,,,,,PF>1 low trades; pairs=12
20260221T003059Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-sol-usdt,2026-02-21T00:30:59+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_SOL_USDT,20250101-20260201,18,0.22846637699999997,2.0006655909191324,0.19613696400000435,success,,,,,PF>1 low trades; pairs=12
20260221T003104Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-bnb-usdt,2026-02-21T00:31:04+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_BNB_USDT,20250101-20260201,19,0.22353461700000002,1.9192941394705931,0.2109815219999973,success,,,,,PF>1 low trades; pairs=12
20260221T003108Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-paxg-usdt,2026-02-21T00:31:08+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_PAXG_USDT,20250101-20260201,17,0.27992274400000006,2.2539644567635255,0.19105275699999993,success,,,,,PF>1 low trades; pairs=12
20260221T003113Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-arb-usdt,2026-02-21T00:31:13+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_ARB_USDT,20250101-20260201,18,0.15357417099999998,1.6315792930378865,0.2109815219999973,success,,,,,PF>1 low trades; pairs=12
20260221T003118Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-aave-usdt,2026-02-21T00:31:18+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_AAVE_USDT,20250101-20260201,18,0.25771349099999996,2.2924628799593676,0.1672197600000004,success,,,,,PF>1 low trades; pairs=12
20260221T003122Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-ltc-usdt,2026-02-21T00:31:22+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_LTC_USDT,20250101-20260201,20,0.273555753,2.1250078575139217,0.2109815219999973,success,,,,,PF>1 low trades; pairs=12
20260221T003126Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-uni-usdt,2026-02-21T00:31:26+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_UNI_USDT,20250101-20260201,20,0.273555753,2.1250078575139217,0.2109815219999973,success,,,,,PF>1 low trades; pairs=12
20260221T003131Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-snx-usdt,2026-02-21T00:31:31+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_SNX_USDT,20250101-20260201,18,0.234786777,2.0581129904876097,0.2109815219999973,success,,,,,PF>1 low trades; pairs=12
20260221T003135Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-op-usdt,2026-02-21T00:31:35+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_OP_USDT,20250101-20260201,18,0.249994427,2.2096733960475223,0.17448529800000187,success,,,,,PF>1 low trades; pairs=12
20260221T003139Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-ada-usdt,2026-02-21T00:31:39+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_ADA_USDT,20250101-20260201,20,0.273555753,2.1250078575139217,0.2109815219999973,success,,,,,PF>1 low trades; pairs=12
20260221T003144Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-bch-usdt,2026-02-21T00:31:44+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_LOPO_rm_BCH_USDT,20250101-20260201,18,0.236848599,2.07233619349748,0.1886941399999955,success,,,,,PF>1 low trades; pairs=12
20260221T003215Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-p75-20260220,2026-02-21T00:32:15+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_fee_p75_20260220,20250101-20260201,20,0.114050303,1.390512978574481,0.24666216000000532,success,,,,,PF>1 low trades; pairs=13
20260221T003215Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-p100-20260220,2026-02-21T00:32:15+00:00,Strat03RSIBBMeanReversion_v3c,1h,top15_mr1h_stable_candidate_fee_p100_20260220,20250101-20260201,20,0.091759271,1.2975075616430527,0.258555707000005,success,,,,,PF>1 low trades; pairs=13
20260221T004946Z_strat19volcompressionbreakout-4h-v1_4h_top20-mr4h-effective-wf-b-ext,2026-02-21T00:49:46+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top20_mr4h_effective_WF_B_EXT,20250901-20251231,36,0.527986806,1.452155879153869,0.3412366246742771,success,WF_B_TEST,,,,PF>1; OOS pass; pairs=17
20260221T004946Z_strat19volcompressionbreakout-4h-v1_4h_top20-mr4h-effective-wf-a-ext,2026-02-21T00:49:46+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top20_mr4h_effective_WF_A_EXT,20250601-20250930,78,1.2880213150000002,1.5851847370928065,0.432157030999997,success,WF_A_TEST,,,,PF>1; OOS pass; pairs=17
20260221T004946Z_strat19volcompressionbreakout-4h-v1_4h_top20-mr4h-effective-wf4-ext,2026-02-21T00:49:46+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top20_mr4h_effective_WF4_EXT,20250701-20251031,75,1.5839132800000002,1.7258532591756155,0.4157106625007719,success,WF4_TEST,,,,PF>1; OOS pass; pairs=17
20260221T012208Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate,2026-02-21T01:22:08+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top15_mr4h_stable_candidate,20250101-20260201,119,2.7433703350000007,1.967035638732286,0.640147490479991,success,,,,,PF>1; pairs=12
20260221T012208Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-wf-a,2026-02-21T01:22:08+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top15_mr4h_stable_candidate_WF_A,20250601-20250930,64,2.3413358669999997,2.7969125965707917,0.28747990702508375,success,WF_A_TEST,,,,PF>1; OOS pass; pairs=12
20260221T012208Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-wf-b,2026-02-21T01:22:08+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top15_mr4h_stable_candidate_WF_B,20250901-20251231,32,0.9775667410000001,2.3615911775494878,0.3397193812347471,success,WF_B_TEST,,,,PF>1; OOS pass; pairs=12
20260221T012208Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-wf4,2026-02-21T01:22:08+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top15_mr4h_stable_candidate_WF4,20250701-20251031,63,2.749534619,3.5418746706195545,0.2875009322422263,success,WF4_TEST,,,,PF>1; OOS pass; pairs=12
20260221T012209Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-fee25,2026-02-21T01:22:09+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top15_mr4h_stable_candidate_fee25,20250101-20260201,119,2.6556523939999996,1.913778152752965,0.6593553822039632,success,,,,,PF>1; pairs=12
20260221T012209Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-fee50,2026-02-21T01:22:09+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top15_mr4h_stable_candidate_fee50,20250101-20260201,119,2.567934459,1.8629378375560084,0.678570636889143,success,,,,,PF>1; pairs=12
20260221T012209Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-fee75,2026-02-21T01:22:09+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top15_mr4h_stable_candidate_fee75,20250101-20260201,119,2.2619458490000004,1.7208946798504754,0.8795773843132454,success,,,,,PF>1; pairs=12
20260221T012209Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-fee100,2026-02-21T01:22:09+00:00,Strat19VolCompressionBreakout_4h_v1,4h,top15_mr4h_stable_candidate_fee100,20250101-20260201,117,1.9348986620000002,1.6030084459660852,0.9011457073382387,success,,,,,PF>1; pairs=12
