profile,symbol,rank,score,score_volume,score_atr,score_cleanliness,score_reversion,score_completeness,quote_volume,atr_pct,atr_target_score,wickiness,data_completeness,reversion_score,reversion_events,reversion_hit_rate,age_days,normalized_volume,normalized_atr_pct,normalized_wickiness,excluded_reason
mean_reversion_3h,BTC/USDT,1,0.6787297759363597,1.0,0.9051840685599893,0.37081775229827973,0.11764705882352941,1.0,1881810407.5251625,0.012678137692656473,0.9051840685599893,0.5686001096399989,1.0,0.11764705882352941,17,0.11764705882352941,539.6427297800926,1.0,0.3736577001689479,0.6291822477017203,
mean_reversion_3h,TRX/USDT,2,0.5472925113992071,0.025042359333736868,0.7822323513287631,1.0,0.4166666666666667,1.0,68345413.81397,0.0057948306831006125,0.7822323513287631,0.4956691162483759,1.0,0.4166666666666667,12,0.4166666666666667,539.6427297800926,0.025042359333736868,0.16477744523775353,0.0,
mean_reversion_3h,PAXG/USDT,3,0.4466503816860021,0.038661966425135356,0.9705233506043784,0.6214022748545951,0.08333333333333334,1.0,93678494.614766,0.008532271560564852,0.9705233506043784,0.5395538702946359,1.0,0.08333333333333334,10,0.1,539.6427297800926,0.038661966425135356,0.24784759561024108,0.37859772514540485,
mean_reversion_3h,BNB/USDT,4,0.4040480289037774,0.03171821437550024,0.8608407779821959,0.43535145673814635,0.17647058823529413,1.0,80762803.98187,0.013284644841134433,0.8608407779821959,0.5611197536871206,1.0,0.17647058823529413,17,0.17647058823529413,539.6427297800926,0.03171821437550024,0.3920627150281997,0.5646485432618537,
mean_reversion_3h,ETH/USDT,5,0.3241892758252893,0.36057693775159594,0.4264347869440416,0.15364618555501053,0.0,1.0,692454797.401763,0.017833600673569833,0.4264347869440416,0.5937733216256467,1.0,0.0,17,0.0,539.6427297800926,0.36057693775159594,0.530104945693015,0.8463538144449895,
mean_reversion_3h,SOL/USDT,6,0.30965060417458434,0.141658303105697,0.29028671315764937,0.34547885305672665,0.2,1.0,285256306.06004,0.019436938319239955,0.29028671315764937,0.5715372412896712,1.0,0.2,15,0.2,539.6427297800926,0.141658303105697,0.5787596948860145,0.6545211469432733,
mean_reversion_3h,XRP/USDT,7,0.29615053845718003,0.07016311320216814,0.2891648488653656,0.45300984028394875,0.13333333333333333,1.0,152272042.23071,0.019451698293848334,0.2891648488653656,0.5590729008739812,1.0,0.13333333333333333,15,0.13333333333333333,539.6427297800926,0.07016311320216814,0.579207599832677,0.5469901597160512,
mean_reversion_3h,TRUMP/USDT,8,0.2885459030272477,0.0,0.4503039764930722,0.4209969672145947,0.07142857142857142,1.0,21765500.885,0.017579177680221283,0.4503039764930722,0.5627836391263655,1.0,0.07142857142857142,14,0.07142857142857142,397.64272978009257,0.0,0.5223842469595102,0.5790030327854053,
mean_reversion_3h,USD1/USDT,9,0.256886189211681,0.11710552754656638,0.2754393214052218,0.0,0.3333333333333333,1.0,239587040.9374,0.00036485960136601437,0.2754393214052218,0.6115830563794359,1.0,0.3333333333333333,21,0.3333333333333333,274.64272978009257,0.11710552754656638,0.0,1.0,
mean_reversion_3h,OP/USDT,10,0.2526950523732036,0.0013993477868131574,0.025202672922136085,0.4284812595713543,0.3076923076923077,1.0,24368350.60848,0.02627937271414544,0.025202672922136085,0.5619161053102008,1.0,0.3076923076923077,13,0.3076923076923077,539.6427297800926,0.0013993477868131574,0.7863996328945403,0.5715187404286457,
